"shiny_file","id","variation","shiny_jpeg","shiny_primary_colour","shiny_second_colour","shiny_primary_colour_count","shiny_second_colour_count","shiny_primary_red","shiny_primary_green","shiny_primary_blue","shiny_second_red","shiny_second_green","shiny_second_blue","non_shiny_file","non_shiny_jpeg","non_shiny_primary_colour","non_shiny_second_colour","non_shiny_primary_colour_count","non_shiny_second_colour_count","non_shiny_primary_red","non_shiny_primary_green","non_shiny_primary_blue","non_shiny_second_red","non_shiny_second_green","non_shiny_second_blue","distance_primary","distance_second","primary_col_count","secondary_col_count","primary_col_pc","secondary_col_pc","distance_overall"
"pokemon_icon_275_00_shiny.png","275","_00","pokemon_icon_275_00_shiny.jpeg","#8C704D","#D4D4A6",9706,4085,140,112,77,212,212,166,"pokemon_icon_275_00.png","pokemon_icon_275_00.jpeg","#9B785B","#3D9552",6362,3987,155,120,91,61,149,82,22.0227155455452,183.918460193641,16068,8072,0.665617232808616,0.334382767191384,129.783313101701
"pokemon_icon_275_01_shiny.png","275","_01","pokemon_icon_275_01_shiny.jpeg","#906950","#D4D4A6",8086,4238,144,105,80,212,212,166,"pokemon_icon_275_01.png","pokemon_icon_275_01.jpeg","#9C785B","#3E9251",6169,2541,156,120,91,62,146,81,22.1359436211787,184.610400573749,14255,6779,0.677712275363697,0.322287724636303,132.246877530986
"pokemon_icon_276_00_shiny.png","276","_00","pokemon_icon_276_00_shiny.jpeg","#326240","#B8986A",1142,1026,50,98,64,184,152,106,"pokemon_icon_276_00.png","pokemon_icon_276_00.jpeg","#35364F","#B38794",1118,1066,53,54,79,179,135,148,46.5832587954085,45.5850852801659,2260,2092,0.519301470588235,0.480698529411765,46.0649058210408
"pokemon_icon_277_00_shiny.png","277","_00","pokemon_icon_277_00_shiny.jpeg","#468A5A","#B5A87B",2508,1159,70,138,90,181,168,123,"pokemon_icon_277_00.png","pokemon_icon_277_00.jpeg","#535473","#A58FA8",2129,1489,83,84,115,165,143,168,60.9097693313642,53.9073278877742,4637,2648,0.636513383665065,0.363486616334935,56.4526216341883
"pokemon_icon_278_00_shiny.png","278","_00","pokemon_icon_278_00_shiny.jpeg","#C3D4C6","#8A8B83",997,405,195,212,198,138,139,131,"pokemon_icon_278_00.png","pokemon_icon_278_00.jpeg","#BBCDD9","#8C878C",974,406,187,205,217,140,135,140,21.7715410570772,10.0498756211209,1971,811,0.708483105679367,0.291516894320633,13.4669391252764
"pokemon_icon_279_00_shiny.png","279","_00","pokemon_icon_279_00_shiny.jpeg","#D7DBA4","#94A674",6020,4892,215,219,164,148,166,116,"pokemon_icon_279_00.png","pokemon_icon_279_00.jpeg","#C8BB81","#87AABA",6312,3604,200,187,129,135,170,186,49.7393204617835,71.3091859440283,12332,8496,0.592087574419051,0.407912425580949,62.510569795711
"pokemon_icon_280_00_shiny.png","280","_00","pokemon_icon_280_00_shiny.jpeg","#62B4EC","#CCB1A9",917,675,98,180,236,204,177,169,"pokemon_icon_280_00.png","pokemon_icon_280_00.jpeg","#B6D0BD","#949E85",1058,595,182,208,189,148,158,133,100.244700608062,69.2314957226839,1975,1270,0.608628659476117,0.391371340523883,81.3691752926162
"pokemon_icon_281_00_16_shiny.png","281","_00_16","pokemon_icon_281_00_16_shiny.jpeg","#85A5C3","#654B3D",2554,927,133,165,195,101,75,61,"pokemon_icon_281_00_16.png","pokemon_icon_281_00_16.jpeg","#97AD90","#49574A",2215,1172,151,173,144,73,87,74,54.6717477313466,33.1209903233584,4769,2099,0.694379732090856,0.305620267909144,39.7073385760327
"pokemon_icon_281_00_shiny.png","281","_00","pokemon_icon_281_00_shiny.jpeg","#83A6C6","#BD6E38",2667,367,131,166,198,189,110,56,"pokemon_icon_281_00.png","pokemon_icon_281_00.jpeg","#6F8B6C","#AEC1A6",1623,1411,111,139,108,174,193,166,96.0676844729798,138.614573548383,4290,1778,0.706987475280158,0.293012524719842,126.147802161424
"pokemon_icon_282_00_shiny.png","282","_00","pokemon_icon_282_00_shiny.jpeg","#A8C5E2","#6D83A3",3256,1481,168,197,226,109,131,163,"pokemon_icon_282_00.png","pokemon_icon_282_00.jpeg","#B9D3C6","#729677",3680,1829,185,211,198,114,150,119,35.6230262611138,48.187135212627,6936,3310,0.676947101307827,0.323052898692173,44.1282633963564
"pokemon_icon_283_00_shiny.png","283","_00","pokemon_icon_283_00_shiny.jpeg","#88A8CB","#516997",848,846,136,168,203,81,105,151,"pokemon_icon_283_00.png","pokemon_icon_283_00.jpeg","#88CDE4","#5984AF",910,813,136,205,228,89,132,175,44.6542271235322,37,1758,1659,0.514486391571554,0.485513608428446,40.716231430477
"pokemon_icon_284_00_shiny.png","284","_00","pokemon_icon_284_00_shiny.jpeg","#A5C17E","#E8F8B3",5323,2943,165,193,126,232,248,179,"pokemon_icon_284_00.png","pokemon_icon_284_00.jpeg","#DB9C89","#B5C0D6",3797,2037,219,156,137,181,192,214,66.3777071011044,83.4386001800126,9120,4980,0.646808510638298,0.353191489361702,77.4128379436323
"pokemon_icon_285_00_shiny.png","285","_00","pokemon_icon_285_00_shiny.jpeg","#DCC090","#A75B2D",3578,959,220,192,144,167,91,45,"pokemon_icon_285_00.png","pokemon_icon_285_00.jpeg","#D2C5A1","#727E62",3604,785,210,197,161,114,126,98,20.3469899493758,82.7224274305342,7182,1744,0.804615729330047,0.195384270669953,70.5352480705589
"pokemon_icon_286_00_shiny.png","286","_00","pokemon_icon_286_00_shiny.jpeg","#C05736","#E2BF75",5982,4993,192,87,54,226,191,117,"pokemon_icon_286_00.png","pokemon_icon_286_00.jpeg","#BDAE87","#717757",5791,5160,189,174,135,113,119,87,118.907527095638,137.306227098409,11773,10153,0.536942442762018,0.463057557237982,128.786570018772
"pokemon_icon_287_00_shiny.png","287","_00","pokemon_icon_287_00_shiny.jpeg","#EFB7EE","#AF7494",3742,2561,239,183,238,175,116,148,"pokemon_icon_287_00.png","pokemon_icon_287_00.jpeg","#E5D1B5","#A1876F",3678,2661,229,209,181,161,135,111,63.4428877022476,43.8862165149834,7420,5222,0.586932447397564,0.413067552602436,51.9644428193572
"pokemon_icon_288_00_shiny.png","288","_00","pokemon_icon_288_00_shiny.jpeg","#C1B594","#836C55",6691,2050,193,181,148,131,108,85,"pokemon_icon_288_00.png","pokemon_icon_288_00.jpeg","#BDAFA9","#7A6461",6108,1997,189,175,169,122,100,97,22.2036033111745,17,12799,4047,0.759764929360085,0.240235070639915,18.2500880090421
"pokemon_icon_289_00_shiny.png","289","_00","pokemon_icon_289_00_shiny.jpeg","#D4BA9A","#7F5F4F",13431,11133,212,186,154,127,95,79,"pokemon_icon_289_00.png","pokemon_icon_289_00.jpeg","#816754","#CBB7A2",11172,10180,129,103,84,203,183,162,136.667479672379,142.860071398554,24603,21313,0.535826291488806,0.464173708511194,139.98563313172
"pokemon_icon_290_00_shiny.png","290","_00","pokemon_icon_290_00_shiny.jpeg","#9B9160","#D8D48F",1460,1004,155,145,96,216,212,143,"pokemon_icon_290_00.png","pokemon_icon_290_00.jpeg","#B6BBB2","#7D7F70",1384,577,182,187,178,125,127,112,96.0052081920559,128.323809170395,2844,1581,0.64271186440678,0.35728813559322,116.776756481863
"pokemon_icon_291_00_shiny.png","291","_00","pokemon_icon_291_00_shiny.jpeg","#CAAA70","#4F301E",3387,1224,202,170,112,79,48,30,"pokemon_icon_291_00.png","pokemon_icon_291_00.jpeg","#A4A59D","#423733",3109,1373,164,165,157,66,55,51,59.1100668245266,25.6709953059869,6496,2597,0.714395688991532,0.285604311008468,35.2213382878023
"pokemon_icon_292_00_shiny.png","292","_00","pokemon_icon_292_00_shiny.jpeg","#E0BF84","#A28156",2242,2088,224,191,132,162,129,86,"pokemon_icon_292_00.png","pokemon_icon_292_00.jpeg","#957B55","#D7B97E",2292,2018,149,123,85,215,185,126,111.6154111223,86.8619594529159,4534,4106,0.524768518518518,0.475231481481481,98.6255789615374
"pokemon_icon_293_00_shiny.png","293","_00","pokemon_icon_293_00_shiny.jpeg","#C9CBB5","#9C9785",2798,1652,201,203,181,156,151,133,"pokemon_icon_293_00.png","pokemon_icon_293_00.jpeg","#C996A1","#F8D18F",2346,1913,201,150,161,248,209,143,56.6480361530742,109.215383531808,5144,3565,0.590653347112183,0.409346652887817,87.6971158311324
"pokemon_icon_294_00_shiny.png","294","_00","pokemon_icon_294_00_shiny.jpeg","#B28BAA","#5A3A47",6654,1613,178,139,170,90,58,71,"pokemon_icon_294_00.png","pokemon_icon_294_00.jpeg","#ACA5C3","#62567C",5197,3748,172,165,195,98,86,124,36.5650105975644,60.4731345309634,11851,5361,0.688531257262375,0.311468742737625,53.0265012282123
"pokemon_icon_295_00_shiny.png","295","_00","pokemon_icon_295_00_shiny.jpeg","#C7A7BD","#7B5684",9732,6570,199,167,189,123,86,132,"pokemon_icon_295_00.png","pokemon_icon_295_00.jpeg","#A9A8C7","#585789",9467,6575,169,168,199,88,87,137,31.6385840391128,35.3694783676548,19199,13145,0.593587682414049,0.406412317585951,33.8531969569237
"pokemon_icon_296_00_shiny.png","296","_00","pokemon_icon_296_00_shiny.jpeg","#F2DD8E","#C08254",4889,4531,242,221,142,192,130,84,"pokemon_icon_296_00.png","pokemon_icon_296_00.jpeg","#EED684","#938568",5305,4092,238,214,132,147,133,104,12.8452325786651,49.335585534176,10194,8623,0.541744167508104,0.458255832491896,32.6136684626253
"pokemon_icon_297_00_shiny.png","297","_00","pokemon_icon_297_00_shiny.jpeg","#CF89A0","#333244",20545,7533,207,137,160,51,50,68,"pokemon_icon_297_00.png","pokemon_icon_297_00.jpeg","#EBB171","#313141",21339,7454,235,177,113,49,49,65,67.7716754994297,3.74165738677394,41884,14987,0.736473773979708,0.263526226020292,20.615246412013
"pokemon_icon_298_00_shiny.png","298","_00","pokemon_icon_298_00_shiny.jpeg","#6AA85E","#88DC88",1167,800,106,168,94,136,220,136,"pokemon_icon_298_00.png","pokemon_icon_298_00.jpeg","#45B7E8","#3B86B7",986,979,69,183,232,59,134,183,143.659319224337,124.635468467046,2153,1779,0.547558494404883,0.452441505595117,133.242648145892
"pokemon_icon_299_00_shiny.png","299","_00","pokemon_icon_299_00_shiny.jpeg","#CAAB5A","#694931",7412,4235,202,171,90,105,73,49,"pokemon_icon_299_00.png","pokemon_icon_299_00.jpeg","#534E67","#8598C3",5952,5695,83,78,103,133,152,195,151.588258120476,168.347854159178,13364,9930,0.573709968232163,0.426290031767837,161.203405431424
"pokemon_icon_300_00_shiny.png","300","_00","pokemon_icon_300_00_shiny.jpeg","#D7A179","#8C624F",3419,1446,215,161,121,140,98,79,"pokemon_icon_300_00.png","pokemon_icon_300_00.jpeg","#D6A09A","#845F5D",3527,1322,214,160,154,132,95,93,33.0302891298275,16.4012194668567,6946,2768,0.715050442660078,0.284949557339922,21.139665506295
"pokemon_icon_301_00_shiny.png","301","_00","pokemon_icon_301_00_shiny.jpeg","#E3A764","#BB6443",6079,3466,227,167,100,187,100,67,"pokemon_icon_301_00.png","pokemon_icon_301_00.jpeg","#C39D99","#866076",6002,3400,195,157,153,134,96,118,62.7136348811006,73.6613874428116,12081,6866,0.637620731514224,0.362379268485776,69.6941488779355
"pokemon_icon_302_00_shiny.png","302","_00","pokemon_icon_302_00_shiny.jpeg","#DAC36D","#A0894B",1486,1121,218,195,109,160,137,75,"pokemon_icon_302_00.png","pokemon_icon_302_00.jpeg","#A48ED5","#6C5F95",1377,1211,164,142,213,108,95,149,128.611819052527,99.7196068985433,2863,2332,0.551106833493744,0.448893166506256,112.689123499716
"pokemon_icon_303_00_shiny.png","303","_00","pokemon_icon_303_00_shiny.jpeg","#784B57","#D7BF82",4909,2063,120,75,87,215,191,130,"pokemon_icon_303_00.png","pokemon_icon_303_00.jpeg","#605E59","#D1BE82",4919,1989,96,94,89,209,190,130,30.6757233003559,6.08276253029822,9828,4052,0.70806916426513,0.29193083573487,13.262206121096
"pokemon_icon_304_00_shiny.png","304","_00","pokemon_icon_304_00_shiny.jpeg","#A2AEB3","#3B3638",2408,1385,162,174,179,59,54,56,"pokemon_icon_304_00.png","pokemon_icon_304_00.jpeg","#9CABB7","#2B353C",2516,1222,156,171,183,43,53,60,7.81024967590665,16.5227116418583,4924,2607,0.653830832558757,0.346169167441243,13.5067259367413
"pokemon_icon_305_00_shiny.png","305","_00","pokemon_icon_305_00_shiny.jpeg","#4A6562","#B0B6B5",7270,6794,74,101,98,176,182,181,"pokemon_icon_305_00.png","pokemon_icon_305_00.jpeg","#ACB4B6","#565553",7097,7069,172,180,182,86,85,83,151.330763561148,164.66025628548,14367,13863,0.508926673751328,0.491073326248672,158.114497956135
"pokemon_icon_306_00_shiny.png","306","_00","pokemon_icon_306_00_shiny.jpeg","#486A69","#99A4A4",14585,7519,72,106,105,153,164,164,"pokemon_icon_306_00.png","pokemon_icon_306_00.jpeg","#515152","#979FA6",14743,7436,81,81,82,151,159,166,35.1425667816112,5.74456264653803,29328,14955,0.662285752997764,0.337714247002236,15.6726874763829
"pokemon_icon_307_00_shiny.png","307","_00","pokemon_icon_307_00_shiny.jpeg","#CBB3C5","#AE696E",1236,984,203,179,197,174,105,110,"pokemon_icon_307_00.png","pokemon_icon_307_00.jpeg","#A7BFCE","#667E92",1496,680,167,191,206,102,126,146,39,83.1925477431723,2732,1664,0.62147406733394,0.37852593266606,66.4645223917986
"pokemon_icon_307_01_shiny.png","307","_01","pokemon_icon_307_01_shiny.jpeg","#CDB3C5","#AD686D",1269,964,205,179,197,173,104,109,"pokemon_icon_307_01.png","pokemon_icon_307_01.jpeg","#AAC0CE","#657E93",1520,704,170,192,206,101,126,147,38.405728739343,84.3326745692321,2789,1668,0.62575723580884,0.37424276419116,67.1448474109967
"pokemon_icon_308_00_shiny.png","308","_00","pokemon_icon_308_00_shiny.jpeg","#7190BC","#DECF9D",4484,1782,113,144,188,222,207,157,"pokemon_icon_308_00.png","pokemon_icon_308_00.jpeg","#E2A19F","#B56271",3370,2656,226,161,159,181,98,113,117.894020204589,124.490963527479,7854,4438,0.638952164009112,0.361047835990888,122.109151416595
"pokemon_icon_308_01_shiny.png","308","_01","pokemon_icon_308_01_shiny.jpeg","#7190BC","#DECE9C",4371,1764,113,144,188,222,206,156,"pokemon_icon_308_01.png","pokemon_icon_308_01.jpeg","#E2A19F","#B46271",3286,2600,226,161,159,180,98,113,117.894020204589,123.600161812192,7657,4364,0.636968638216455,0.363031361783545,121.528653453854
"pokemon_icon_309_00_shiny.png","309","_00","pokemon_icon_309_00_shiny.jpeg","#577988","#99BDB6",2936,2416,87,121,136,153,189,182,"pokemon_icon_309_00.png","pokemon_icon_309_00.jpeg","#6A875C","#B1C388",3034,2490,106,135,92,177,195,136,49.9299509312797,52.2302594288024,5970,4906,0.548915042294961,0.451084957705039,51.1926248674888
"pokemon_icon_310_00_shiny.png","310","_00","pokemon_icon_310_00_shiny.jpeg","#E7D090","#6A7475",7475,5060,231,208,144,106,116,117,"pokemon_icon_310_00.png","pokemon_icon_310_00.jpeg","#E4D391","#709DCB",7300,5140,228,211,145,112,157,203,4.35889894354067,95.4620343382645,14775,10200,0.591591591591592,0.408408408408408,58.2547478106896
"pokemon_icon_311_00_shiny.png","311","_00","pokemon_icon_311_00_shiny.jpeg","#E4CA8E","#AD3F35",1116,1050,228,202,142,173,63,53,"pokemon_icon_311_00.png","pokemon_icon_311_00.jpeg","#C96157","#E5CD96",1188,981,201,97,87,229,205,150,121.568910499354,180.856296545075,2304,2031,0.531487889273356,0.468512110726644,153.079438169329
"pokemon_icon_312_00_shiny.png","312","_00","pokemon_icon_312_00_shiny.jpeg","#92C389","#E8DA97",1227,936,146,195,137,232,218,151,"pokemon_icon_312_00.png","pokemon_icon_312_00.jpeg","#78B2C1","#DECA8E",1085,1044,120,178,193,222,202,142,64.0390505863415,20.9045449603669,2312,1980,0.538676607642125,0.461323392357875,40.8035014234213
"pokemon_icon_313_00_shiny.png","313","_00","pokemon_icon_313_00_shiny.jpeg","#8397CD","#947A5C",2296,1733,131,151,205,148,122,92,"pokemon_icon_313_00.png","pokemon_icon_313_00.jpeg","#D2947E","#7F524A",2555,1362,210,148,126,127,82,74,111.763142403925,48.6312656631513,4851,3095,0.610495846967027,0.389504153032973,73.2213938424484
"pokemon_icon_314_00_shiny.png","314","_00","pokemon_icon_314_00_shiny.jpeg","#BFAD8A","#525454",2333,1289,191,173,138,82,84,84,"pokemon_icon_314_00.png","pokemon_icon_314_00.jpeg","#ACA4B6","#52515E",2288,1459,172,164,182,82,81,94,48.7647413609464,10.4403065089106,4621,2748,0.627086443208034,0.372913556791966,24.7320078216253
"pokemon_icon_315_00_shiny.png","315","_00","pokemon_icon_315_00_shiny.jpeg","#A1BC75","#444661",1530,1083,161,188,117,68,70,97,"pokemon_icon_315_00.png","pokemon_icon_315_00.jpeg","#86B88A","#695562",1453,1155,134,184,138,105,85,98,34.4383507154451,39.9374510954317,2983,2238,0.571346485347635,0.428653514652365,37.5802423901243
"pokemon_icon_315_01_shiny.png","315","_01","pokemon_icon_315_01_shiny.jpeg","#9FBB74","#434460",1580,1062,159,187,116,67,68,96,"pokemon_icon_315_01.png","pokemon_icon_315_01.jpeg","#696266","#8EC590",1512,1147,105,98,102,142,197,144,105.038088329901,156.748205731358,3092,2209,0.583286172420298,0.416713827579702,135.199884784401
"pokemon_icon_316_00_shiny.png","316","_00","pokemon_icon_316_00_shiny.jpeg","#A2D3F3","#A8ACA3",2537,1685,162,211,243,168,172,163,"pokemon_icon_316_00.png","pokemon_icon_316_00.jpeg","#8EBD85","#E6EB89",3502,904,142,189,133,230,235,137,113.947356265953,92.1357693840997,6039,2589,0.699930458970793,0.300069541029207,98.6807622488561
"pokemon_icon_316_01_shiny.png","316","_01","pokemon_icon_316_01_shiny.jpeg","#B6D9E2","#81A0C2",2634,1521,182,217,226,129,160,194,"pokemon_icon_316_01.png","pokemon_icon_316_01.jpeg","#8DBD85","#E0E98B",3414,850,141,189,133,224,233,139,105.422957651548,131.829435256319,6048,2371,0.718375103931583,0.281624896068417,124.392713745342
"pokemon_icon_317_00_shiny.png","317","_00","pokemon_icon_317_00_shiny.jpeg","#83AEEC","#545D72",19089,4355,131,174,236,84,93,114,"pokemon_icon_317_00.png","pokemon_icon_317_00.jpeg","#A990D8","#695B7F",15912,7317,169,144,216,105,91,127,52.3832034148352,24.7790233867277,35001,11672,0.749919653761275,0.250080346238725,31.6822862857929
"pokemon_icon_317_01_shiny.png","317","_01","pokemon_icon_317_01_shiny.jpeg","#83AEEB","#505A70",19490,4012,131,174,235,80,90,112,"pokemon_icon_317_01.png","pokemon_icon_317_01.jpeg","#A990D8","#6A5C80",15823,7473,169,144,216,106,92,128,52.0096144957834,30.5941170815567,35313,11485,0.75458352921065,0.24541647078935,35.8498328771547
"pokemon_icon_318_00_shiny.png","318","_00","pokemon_icon_318_00_shiny.jpeg","#A4A56C","#538739",3137,2416,164,165,108,83,135,57,"pokemon_icon_318_00.png","pokemon_icon_318_00.jpeg","#B17750","#145C90",4175,1265,177,119,80,20,92,144,55.3985559378582,115.702203954808,7312,3681,0.665150550350223,0.334849449649777,95.5095606044585
"pokemon_icon_319_00_shiny.png","319","_00","pokemon_icon_319_00_shiny.jpeg","#7E3286","#B08DBA",6990,3070,126,50,134,176,141,186,"pokemon_icon_319_00.png","pokemon_icon_319_00.jpeg","#085A85","#9EA0AC",7029,3018,8,90,133,158,160,172,124.599357943771,29.6816441593117,14019,6088,0.697219873675834,0.302780126324166,58.4208415293713
"pokemon_icon_320_00_shiny.png","320","_00","pokemon_icon_320_00_shiny.jpeg","#D3C19C","#AC7FB0",10110,8992,211,193,156,172,127,176,"pokemon_icon_320_00.png","pokemon_icon_320_00.jpeg","#CFBF99","#3B7BA0",10670,8104,207,191,153,59,123,160,5.3851648071345,114.197197864046,20780,17096,0.54863237934312,0.45136762065688,65.0829694043099
"pokemon_icon_321_00_shiny.png","321","_00","pokemon_icon_321_00_shiny.jpeg","#C4ABCA","#A077B8",13763,7255,196,171,202,160,119,184,"pokemon_icon_321_00.png","pokemon_icon_321_00.jpeg","#3B9ECC","#C1BFB9",13783,7496,59,158,204,193,191,185,137.629938603488,79.2085853932514,27546,14751,0.651251861834173,0.348748138165827,99.5829235544498
"pokemon_icon_322_00_shiny.png","322","_00","pokemon_icon_322_00_shiny.jpeg","#CBB68D","#A9875C",3766,2635,203,182,141,169,135,92,"pokemon_icon_322_00.png","pokemon_icon_322_00.jpeg","#D2BE7D","#B08D52",4053,2389,210,190,125,176,141,82,19.2093727122985,13.6014705087354,7819,5024,0.608814139998443,0.391185860001557,15.7952025550409
"pokemon_icon_322_01_shiny.png","322","_01","pokemon_icon_322_01_shiny.jpeg","#C9B58C","#A8865C",4018,2765,201,181,140,168,134,92,"pokemon_icon_322_01.png","pokemon_icon_322_01.jpeg","#D0BC7B","#AF8C51",4346,2478,208,188,123,175,140,81,19.672315572906,14.3527000944073,8364,5243,0.614683618725656,0.385316381274344,16.4024350803534
"pokemon_icon_323_00_shiny.png","323","_00","pokemon_icon_323_00_shiny.jpeg","#565667","#B5A685",19082,6682,86,86,103,181,166,133,"pokemon_icon_323_00.png","pokemon_icon_323_00.jpeg","#CD7E65","#656B6E",19452,4677,205,126,101,101,107,110,125.558751188438,102.029407525478,38534,11359,0.772332792175255,0.227667207824745,107.386267499173
"pokemon_icon_323_01_shiny.png","323","_01","pokemon_icon_323_01_shiny.jpeg","#575667","#B3A383",19371,7760,87,86,103,179,163,131,"pokemon_icon_323_01.png","pokemon_icon_323_01.jpeg","#D48C71","#8D655D",15533,10205,212,140,113,141,101,93,136.532047519987,82.0487659870641,34904,17965,0.660197847509883,0.339802152490117,100.562302326676
"pokemon_icon_324_00_shiny.png","324","_00","pokemon_icon_324_00_shiny.jpeg","#C79967","#D1C6B8",5178,4817,199,153,103,209,198,184,"pokemon_icon_324_00.png","pokemon_icon_324_00.jpeg","#CCC5BF","#C08468",5586,4997,204,197,191,192,132,104,98.5139584018427,105.09519494249,10764,9814,0.52308290407231,0.47691709592769,101.956490723911
"pokemon_icon_325_00_shiny.png","325","_00","pokemon_icon_325_00_shiny.jpeg","#E2BE9E","#696B75",3516,870,226,190,158,105,107,117,"pokemon_icon_325_00.png","pokemon_icon_325_00.jpeg","#C0B3B6","#8A848C",2229,2147,192,179,182,138,132,140,43.0464865000618,47.3603209448585,5745,3017,0.65567222095412,0.34432777904588,45.87494791131
"pokemon_icon_326_00_shiny.png","326","_00","pokemon_icon_326_00_shiny.jpeg","#635F5D","#E5CD92",8266,5083,99,95,93,229,205,146,"pokemon_icon_326_00.png","pokemon_icon_326_00.jpeg","#615C60","#C7A6C3",8121,4630,97,92,96,199,166,195,4.69041575982343,69.4406221170289,16387,9713,0.627854406130268,0.372145593869732,45.344118119039
"pokemon_icon_327_00_shiny.png","327","_00","pokemon_icon_327_00_shiny.jpeg","#BAB682","#3F4126",4153,1195,186,182,130,63,65,38,"pokemon_icon_327_00.png","pokemon_icon_327_00.jpeg","#CE8C80","#2B2220",4378,820,206,140,128,43,34,32,46.5617869072913,37.3764631820615,8531,2015,0.808932296605348,0.191067703394652,39.1314818911776
"pokemon_icon_327_11_shiny.png","327","_11","pokemon_icon_327_11_shiny.jpeg","#BAB682","#3F4126",4156,1196,186,182,130,63,65,38,"pokemon_icon_327_11.png","pokemon_icon_327_11.jpeg","#CE8C80","#2B2220",4378,820,206,140,128,43,34,32,46.5617869072913,37.3764631820615,8534,2016,0.808909952606635,0.191090047393365,39.1316871280391
"pokemon_icon_327_12_shiny.png","327","_12","pokemon_icon_327_12_shiny.jpeg","#BCBA83","#424327",4484,1238,188,186,131,66,67,39,"pokemon_icon_327_12.png","pokemon_icon_327_12.jpeg","#D39689","#402926",4564,1001,211,150,137,64,41,38,43.139309220246,26.0959767013998,9048,2239,0.801630194028528,0.198369805971472,29.4768592662706
"pokemon_icon_327_13_shiny.png","327","_13","pokemon_icon_327_13_shiny.jpeg","#BABA7C","#3F4225",4826,1215,186,186,124,63,66,37,"pokemon_icon_327_13.png","pokemon_icon_327_13.jpeg","#CE877C","#2C2220",4392,811,206,135,124,44,34,32,54.7813836992093,37.5499667110372,9218,2026,0.819815012451085,0.180184987548915,40.6548093665011
"pokemon_icon_327_14_shiny.png","327","_14","pokemon_icon_327_14_shiny.jpeg","#B7B57C","#3E4025",4267,1183,183,181,124,62,64,37,"pokemon_icon_327_14.png","pokemon_icon_327_14.jpeg","#CF8F83","#29211F",4520,804,207,143,131,41,33,31,45.4862616621766,37.9209704517171,8787,1987,0.815574531279005,0.184425468720995,39.3162028292169
"pokemon_icon_327_15_shiny.png","327","_15","pokemon_icon_327_15_shiny.jpeg","#BCBA81","#424427",4484,1261,188,186,129,66,68,39,"pokemon_icon_327_15.png","pokemon_icon_327_15.jpeg","#D69589","#4E2E2B",4631,1151,214,149,137,78,46,43,45.9238500128201,25.377155080899,9115,2412,0.790752147132819,0.209247852867181,29.6765068789205
"pokemon_icon_327_16_shiny.png","327","_16","pokemon_icon_327_16_shiny.jpeg","#BCBA81","#404126",4566,1201,188,186,129,64,65,38,"pokemon_icon_327_16.png","pokemon_icon_327_16.jpeg","#D29B8C","#532E2B",4118,1213,210,155,140,83,46,43,39.5727178748188,27.3313007374329,8684,2414,0.782483330329789,0.217516669670211,29.9940130252009
"pokemon_icon_327_17_shiny.png","327","_17","pokemon_icon_327_17_shiny.jpeg","#B9B97C","#404226",4678,1221,185,185,124,64,66,38,"pokemon_icon_327_17.png","pokemon_icon_327_17.jpeg","#D09084","#2A221F",4627,810,208,144,132,42,34,31,47.6864760702655,39.4588393138977,9305,2031,0.820836273817925,0.179163726182075,40.9329333728412
"pokemon_icon_327_18_shiny.png","327","_18","pokemon_icon_327_18_shiny.jpeg","#C1BD8A","#424327",4759,1250,193,189,138,66,67,39,"pokemon_icon_327_18.png","pokemon_icon_327_18.jpeg","#D59F90","#502F2B",4650,1178,213,159,144,80,47,43,36.5513337649941,24.738633753706,9409,2428,0.794880459575906,0.205119540424094,27.1616493511891
"pokemon_icon_327_19_shiny.png","327","_19","pokemon_icon_327_19_shiny.jpeg","#BCB985","#4A4C2E",4332,1219,188,185,133,74,76,46,"pokemon_icon_327_19.png","pokemon_icon_327_19.jpeg","#D7A495","#6C3D3A",4449,1439,215,164,149,108,61,58,37.7624151769984,39.0512483795333,8781,2658,0.767637031209022,0.232362968790978,38.7517712703159
"pokemon_icon_328_00_shiny.png","328","_00","pokemon_icon_328_00_shiny.jpeg","#7EB4A0","#4A7763",2188,1397,126,180,160,74,119,99,"pokemon_icon_328_00.png","pokemon_icon_328_00.jpeg","#EFA379","#B1614B",2251,1326,239,163,121,177,97,75,120.743529847359,108.023145667954,4439,2723,0.619798938843898,0.380201061156102,112.859449231277
"pokemon_icon_329_00_shiny.png","329","_00","pokemon_icon_329_00_shiny.jpeg","#CA9C6F","#6C6054",1684,1113,202,156,111,108,96,84,"pokemon_icon_329_00.png","pokemon_icon_329_00.jpeg","#8DB87B","#537053",1514,1276,141,184,123,83,112,83,68.1835757349231,29.698484809835,3198,2389,0.572400214784321,0.427599785215679,46.1547014234086
"pokemon_icon_330_00_shiny.png","330","_00","pokemon_icon_330_00_shiny.jpeg","#67753A","#98B18B",6521,3857,103,117,58,152,177,139,"pokemon_icon_330_00.png","pokemon_icon_330_00.jpeg","#686A47","#94B37C",6378,4566,104,106,71,148,179,124,17.058722109232,15.6524758424985,12899,8423,0.60496201106838,0.39503798893162,16.2079965396515
